Request Rate,Payload Size,Unique IPs,Label
671,1503,19,0
894,9075,14,0
559,3632,25,0
386,7754,7,0
862,7637,18,0
206,6727,5,0
465,5478,9,0
966,188,15,0
311,2647,14,0
504,6523,7,0
956,4314,27,0
746,2887,22,0
363,5404,12,0
759,2294,10,0
681,639,6,0
703,1283,26,0
117,1260,6,0
562,2029,18,0
915,9851,7,0
726,5880,9,0
170,9517,22,0
490,659,4,0
204,6257,5,0
190,8025,11,0
891,9140,26,0
469,6827,18,0
200,3934,15,0
389,6574,5,0
987,4318,5,0
175,9119,5,0
496,492,7,0
766,1854,16,0
827,6169,17,0
606,5810,16,0
946,8304,6,0
857,8152,12,0
211,3843,8,0
588,4444,21,0
204,8484,12,0
512,9782,12,0
378,9157,20,0
141,2693,17,0
704,3732,8,0
507,3807,6,0
439,7962,25,0
229,2149,8,0
414,8276,13,0
816,5816,7,0
619,4261,20,0
257,457,22,0
738,7485,15,0
916,3796,17,0
167,5637,6,0
834,8039,21,0
203,8739,9,0
150,537,15,0
402,1284,28,0
330,3749,8,0
283,6580,22,0
802,1984,3,0
241,5880,14,0
895,6276,19,0
200,9299,13,0
837,3231,10,0
808,857,3,0
52,7930,21,0
725,6903,27,0
426,8875,28,0
580,3023,8,0
601,4838,17,0
586,5795,8,0
669,1776,22,0
29,8188,7,0
873,5686,21,0
760,2027,14,0
572,3721,13,0
125,6442,8,0
739,9613,23,0
721,1289,19,0
936,6454,18,0
309,4836,26,0
346,799,17,0
194,3380,12,0
585,9425,12,0
842,4633,28,0
877,7968,10,0
562,8065,1,0
245,3060,14,0
401,6684,15,0
300,9091,19,0
185,1189,24,0
647,6189,28,0
630,840,14,0
604,9932,1,0
853,1462,5,0
271,428,21,0
188,4931,11,0
489,5716,16,0
959,194,3,0
280,1242,9,0
260,3534,5,0
797,1673,24,0
129,7426,22,0
141,5138,11,0
401,9493,6,0
404,3787,15,0
332,5232,26,0
273,3982,16,0
188,5544,20,0
464,6857,15,0
349,6008,16,0
561,4479,24,0
274,451,19,0
82,1541,28,0
89,3186,14,0
142,1026,9,0
449,2367,7,0
918,9843,17,0
434,2913,6,0
238,5020,5,0
349,2476,25,0
708,198,6,0
916,8553,12,0
146,8244,16,0
138,9304,15,0
264,5028,14,0
681,3553,12,0
594,3858,1,0
599,7092,11,0
587,652,18,0
617,5718,13,0
335,5245,8,0
87,3177,17,0
447,4737,15,0
200,7714,7,0
461,5447,11,0
961,4759,26,0
494,5789,21,0
458,4738,11,0
715,620,7,0
715,9208,21,0
412,5394,16,0
845,1230,24,0
320,5413,19,0
204,9678,2,0
353,8388,18,0
294,8024,3,0
90,2188,18,0
78,822,14,0
966,188,11,0
6,8210,7,0
612,2004,22,0
196,7926,16,0
529,9893,22,0
547,3335,24,0
335,330,20,0
953,662,23,0
395,2008,2,0
320,9628,15,0
356,8217,18,0
925,4635,1,0
844,7937,11,0
891,9626,20,0
385,4783,12,0
965,194,16,0
406,7951,20,0
281,9603,9,0
215,1392,12,0
424,8672,9,0
689,5469,25,0
844,2266,18,0
226,6724,8,0
562,3586,8,0
717,3995,5,0
148,527,11,0
136,8377,18,0
441,5068,19,0
73,7078,23,0
727,5846,17,0
270,4055,23,0
178,9300,25,0
622,1656,16,0
76,1985,21,0
571,1172,4,0
909,3657,17,0
819,3952,15,0
256,722,12,0
340,9624,9,0
956,2031,27,0
474,5153,22,0
679,8371,21,0
50,466,8,0
126,6076,15,0
10,6459,8,0
339,5414,19,0
809,6264,16,0
48,5716,6,0
786,2355,29,0
215,867,8,0
341,7487,11,0
491,3639,2,0
130,7129,22,0
349,3845,13,0
874,754,14,0
368,1914,24,0
847,1231,24,0
13,8182,10,0
934,8841,6,0
981,9032,27,0
596,9344,12,0
698,5040,10,0
344,8672,12,0
672,3621,14,0
94,6531,12,0
968,9603,13,0
583,7394,9,0
918,8541,15,0
114,4593,14,0
99,2187,16,0
376,7282,11,0
484,6406,13,0
872,780,13,0
172,2731,16,0
520,3619,11,0
295,4734,6,0
820,3687,9,0
315,1568,22,0
866,9617,19,0
708,4848,18,0
989,4401,12,0
183,4849,15,0
410,7730,7,0
375,231,1,0
626,5187,4,0
555,9917,11,0
179,6274,2,0
415,5849,28,0
98,220,21,0
121,7500,19,0
657,1720,23,0
473,5745,26,0
490,8173,23,0
268,7432,15,0
857,6697,20,0
181,6273,2,0
117,8132,7,0
420,1760,28,0
403,5376,8,0
894,2006,8,0
384,1336,11,0
165,399,5,0
972,8958,1,0
469,9022,19,0
358,7928,18,0
534,769,13,0
496,8612,26,0
911,6350,24,0
369,7106,9,0
823,5091,14,0
393,8387,25,0
686,6642,7,0
547,4475,20,0
301,6063,10,0
907,7078,10,0
195,9866,15,0
75,4289,8,0
569,8361,13,0
702,1603,12,0
482,6149,7,0
910,470,18,0
72,3342,22,0
872,2750,6,0
279,6195,6,0
501,4469,14,0
308,8017,25,0
969,2523,22,0
755,9927,27,0
658,3977,16,0
603,7094,7,0
32,7163,19,0
256,7356,3,0
694,7382,16,0
418,5262,24,0
365,549,11,0
517,630,15,0
367,678,19,0
545,9101,15,0
105,9912,25,0
122,6401,12,0
288,428,22,0
49,7734,9,0
181,4945,14,0
495,637,14,0
608,9381,15,0
619,1864,7,0
359,9759,20,0
835,8160,22,0
848,8717,16,0
190,5550,23,0
762,7757,20,0
399,5397,27,0
860,1942,15,0
335,2101,27,0
613,9366,4,0
564,4418,11,0
400,450,12,0
950,9685,11,0
966,1250,8,0
891,5572,8,0
249,9257,9,0
498,8990,17,0
878,987,12,0
873,6381,27,0
928,6324,24,0
596,1856,8,0
450,1298,5,0
434,3809,7,0
411,6809,12,0
380,262,9,0
381,2053,7,0
56,2081,15,0
883,5693,13,0
550,7736,17,0
36,4382,20,0
558,9424,17,0
612,6453,20,0
938,416,5,0
133,7017,22,0
278,4384,23,0
619,865,8,0
287,5436,20,0
342,9047,18,0
800,1102,20,0
794,535,25,0
678,9079,15,0
266,985,6,0
691,2703,12,0
363,3245,22,0
654,4597,18,0
860,8025,20,0
537,9553,20,0
657,8882,20,0
30,5596,9,0
124,2341,10,0
31,8746,4,0
698,5419,14,0
34,8864,17,0
408,850,6,0
194,8148,10,0
815,862,6,0
964,5545,15,0
132,676,15,0
597,7417,10,0
253,7268,17,0
239,6765,26,0
759,8587,14,0
412,5386,7,0
364,8731,23,0
114,163,13,0
18,6800,3,0
199,428,25,0
83,5618,7,0
832,5811,6,0
463,8993,22,0
702,1603,11,0
299,3601,11,0
183,4844,16,0
986,4466,19,0
507,4467,12,0
409,2585,13,0
105,5549,16,0
391,847,20,0
263,3945,4,0
604,4820,25,0
877,7991,16,0
199,6257,8,0
247,3260,7,0
99,9584,25,0
720,7714,16,0
130,7082,27,0
29,4288,23,0
303,8399,3,0
47,9358,12,0
672,9772,22,0
250,6763,28,0
445,2604,11,0
792,848,9,0
934,6459,17,0
826,5092,13,0
204,3716,27,0
838,9009,10,0
210,4099,15,0
921,9523,13,0
177,2008,17,0
609,4232,21,0
661,6211,14,0
239,3224,13,0
137,196,13,0
531,8742,27,0
267,997,13,0
136,9886,10,0
509,284,23,0
902,6293,21,0
299,1034,20,0
922,6063,22,0
555,9919,11,0
158,2030,16,0
622,7804,1,0
765,7384,13,0
492,3800,7,0
488,6148,7,0
181,3668,21,0
906,9891,3,0
472,4607,23,0
706,9882,28,0
189,5605,16,0
840,5245,7,0
240,323,15,0
150,537,15,0
615,1606,4,0
100,4100,6,0
727,543,26,0
786,2353,29,0
684,8773,18,0
568,9209,25,0
115,6414,13,0
759,9771,9,0
510,8980,11,0
959,4767,16,0
639,2981,7,0
483,2903,18,0
92,7413,28,0
458,8754,18,0
45,7749,5,0
907,3269,13,0
944,485,15,0
909,6352,27,0
194,3209,16,0
682,6756,3,0
897,7068,16,0
216,6716,7,0
20,4036,12,0
437,5467,5,0
936,3221,11,0
457,2195,11,0
797,5561,7,0
620,6465,12,0
497,9845,10,0
807,6403,24,0
302,4081,13,0
561,4455,25,0
468,8280,25,0
482,2912,14,0
896,1755,10,0
108,8890,4,0
1,4115,13,0
387,7284,12,0
236,3497,10,0
961,6063,13,0
660,478,20,0
141,5734,23,0
346,6464,19,0
512,1498,23,0
284,6556,8,0
95,9623,16,0
323,5537,6,0
14,9480,4,0
121,185,17,0
975,3188,17,0
17,976,4,0
229,9222,18,0
147,5010,17,0
218,3238,13,0
552,138,23,0
964,298,21,0
813,3951,12,0
753,8576,20,0
917,3066,8,0
552,9580,18,0
304,7517,10,0
113,2909,24,0
685,7550,8,0
845,6709,20,0
557,8989,15,0
260,7411,8,0
739,3151,19,0
139,7510,20,0
369,621,6,0
924,6100,20,0
778,3185,14,0
463,5460,10,0
756,7149,7,0
130,2354,10,0
924,3339,27,0
791,822,15,0
343,7901,22,0
381,852,20,0
780,1853,18,0
587,8469,23,0
549,5631,25,0
852,1970,6,0
907,1466,15,0
887,7299,15,0
235,9532,5,0
829,5090,15,0
479,8916,17,0
275,315,16,0
963,5136,21,0
620,7807,6,0
767,3187,5,0
516,4464,9,0
903,1452,20,0
245,540,25,0
750,1739,8,0
145,1267,5,0
196,7139,11,0
298,155,18,0
789,6717,15,0
620,1864,6,0
669,7079,12,0
476,4477,21,0
792,450,15,0
304,6429,19,0
23,4253,22,0
441,5068,19,0
741,1489,26,0
600,7976,21,0
531,770,12,0
371,6787,5,0
980,753,25,0
852,9256,12,0
198,4193,14,0
925,6377,11,0
405,124,16,0
481,1866,8,0
531,7791,17,0
880,863,7,0
599,4843,7,0
230,7254,10,0
215,9357,9,0
564,9889,23,0
752,9931,25,0
905,6355,29,0
828,7108,18,0
879,4419,6,0
521,4152,7,0
695,6739,4,0
262,453,22,0
766,8288,18,0
720,8108,4,0
18,1623,18,0
174,6688,8,0
858,3836,13,0
408,1625,18,0
755,3104,14,0
198,5840,21,0
828,7470,10,0
137,9962,8,0
284,9886,14,0
960,9107,12,0
511,9933,1,0
626,4630,17,0
956,7077,15,0
891,5229,23,0
536,2806,26,0
447,1988,26,0
253,4736,9,0
322,7999,25,0
697,8334,16,0
123,906,6,0
320,7995,25,0
79,6892,11,0
141,5328,20,0
214,4059,21,0
533,3748,23,0
164,395,6,0
840,1468,2,0
621,3487,18,0
884,9580,18,0
28,3916,15,0
516,6068,13,0
545,2528,10,0
651,9721,15,0
336,2099,26,0
638,8561,4,0
197,8533,26,0
622,7096,20,0
800,5286,5,0
275,1048,4,0
693,8336,18,0
732,5890,7,0
125,2866,12,0
164,8711,10,0
344,1073,6,0
729,1367,10,0
133,7095,24,0
451,1161,11,0
949,8539,24,0
817,3521,2,0
106,1103,4,0
893,7072,15,0
398,4775,21,0
543,4163,24,0
765,3717,16,0
150,681,14,0
462,4867,15,0
35,3694,27,0
65,5116,3,0
393,7810,20,0
709,4741,5,0
823,6477,3,0
709,9481,12,0
300,8489,13,0
785,8041,11,0
900,462,19,0
652,8807,18,0
264,843,11,0
747,2867,12,0
658,6206,18,0
854,6851,23,0
618,5722,12,0
774,4335,8,0
952,9661,21,0
26,2945,18,0
132,5155,17,0
534,2647,15,0
69,4419,8,0
390,4198,24,0
132,7111,26,0
429,8085,19,0
737,8090,10,0
639,8530,9,0
947,3356,25,0
405,2449,21,0
940,5261,23,0
565,1196,9,0
167,7875,17,0
155,3970,20,0
939,5286,8,0
486,8843,14,0
391,4180,22,0
416,1060,13,0
152,4159,13,0
912,7061,10,0
400,2470,14,0
895,5567,10,0
948,6442,21,0
970,208,4,0
673,5645,28,0
230,3091,19,0
223,7815,8,0
968,388,12,0
721,510,18,0
937,3651,10,0
516,7370,5,0
901,8658,20,0
466,6364,12,0
140,5145,7,0
624,6085,22,0
712,3526,10,0
851,2383,18,0
432,8411,13,0
299,6436,19,0
66,426,15,0
337,4206,1,0
627,6923,4,0
877,3187,17,0
744,1706,1,0
707,8129,19,0
78,9338,19,0
893,1993,9,0
123,5331,18,0
489,7813,28,0
809,5238,3,0
791,2358,28,0
806,5079,9,0
305,6067,9,0
938,9489,3,0
497,4885,25,0
5,8498,20,0
463,2790,13,0
364,860,13,0
912,9735,16,0
750,9230,24,0
884,4670,13,0
906,7063,12,0
960,8344,3,0
73,5644,10,0
353,8736,24,0
634,5513,17,0
144,7705,4,0
748,9421,16,0
977,4763,29,0
339,9165,22,0
754,2002,13,0
794,798,23,0
919,3652,15,0
223,426,23,0
989,813,19,0
615,1285,18,0
64,2235,14,0
786,6435,6,0
292,3009,6,0
413,7745,7,0
656,4171,15,0
177,1028,9,0
982,3532,16,0
934,6854,19,0
846,7978,8,0
709,960,20,0
326,8671,6,0
740,9696,11,0
357,5261,20,0
119,8003,16,0
803,3703,17,0
690,899,17,0
412,4510,15,0
406,974,27,0
484,6359,16,0
184,7106,13,0
213,5781,19,0
925,403,27,0
511,6146,12,0
546,3191,16,0
362,7466,26,0
354,2433,19,0
251,266,11,0
732,4878,22,0
943,3462,24,0
475,803,18,0
115,7110,16,0
758,6046,8,0
306,300,12,0
692,7252,9,0
841,5592,12,0
386,1874,5,0
188,8076,16,0
940,5825,4,0
47,4182,9,0
459,3793,13,0
509,7182,23,0
58,5954,19,0
145,9019,28,0
197,889,1,0
91,2914,13,0
870,1930,13,0
903,8631,5,0
328,1693,28,0
931,6096,15,0
37,2780,18,0
694,5521,21,0
931,9860,13,0
118,4574,19,0
74,9363,22,0
986,4651,21,0
875,9479,21,0
214,129,9,0
576,9779,14,0
406,8200,12,0
52,219,22,0
49,2585,18,0
144,7701,9,0
519,1700,19,0
702,6947,28,0
554,8364,5,0
123,4362,17,0
50,3704,11,0
438,8186,15,0
773,3723,23,0
151,934,19,0
964,1797,8,0
49,5214,23,0
11,1411,25,0
367,1192,19,0
456,7945,27,0
287,7822,26,0
943,6438,22,0
811,851,26,0
117,1068,21,0
871,5918,7,0
266,7330,11,0
525,6941,22,0
403,1996,1,0
528,6975,10,0
888,3183,12,0
173,5361,23,0
745,5898,7,0
899,422,28,0
166,2495,19,0
748,593,13,0
635,4195,9,0
739,3209,21,0
85,7721,26,0
61,1817,11,0
573,1516,5,0
599,7687,28,0
289,8637,27,0
288,6212,6,0
279,3602,7,0
569,6209,12,0
488,8760,14,0
272,1037,13,0
674,3352,11,0
385,857,8,0
374,1313,20,0
942,7602,9,0
62,2928,16,0
443,5902,6,0
297,8412,5,0
339,5409,6,0
322,8531,12,0
55,7537,13,0
834,9967,18,0
71,270,22,0
507,3789,16,0
964,2823,23,0
938,6420,18,0
458,8061,9,0
80,250,4,0
9,5958,27,0
868,6181,14,0
236,4577,14,0
119,1196,22,0
825,9877,18,0
699,1035,16,0
984,8399,15,0
132,2448,18,0
404,9502,11,0
813,671,25,0
930,3316,21,0
186,2587,11,0
702,958,21,0
917,3035,13,0
528,5859,4,0
304,311,16,0
587,7966,21,0
954,7224,23,0
788,2990,8,0
887,2535,21,0
280,8515,22,0
687,1493,23,0
397,6711,19,0
393,1101,3,0
921,3978,13,0
787,7490,14,0
482,7057,18,0
156,8716,16,0
574,7892,9,0
385,2676,26,0
873,8168,10,0
843,7110,24,0
613,5794,8,0
146,4579,13,0
566,5468,19,0
380,1332,5,0
361,3003,9,0
209,1925,18,0
554,4810,15,0
162,9289,27,0
882,5693,13,0
575,3961,4,0
366,7273,9,0
167,2374,8,0
146,3066,20,0
329,5018,16,0
810,5149,18,0
205,7254,21,0
603,9882,7,0
610,7935,18,0
14,203,21,0
261,1653,11,0
225,6685,17,0
800,2896,17,0
834,8014,8,0
285,3170,5,0
841,3961,24,0
625,1649,14,0
964,2648,30,0
400,7459,25,0
722,3995,4,0
287,8505,19,0
659,4638,15,0
140,8016,18,0
414,2886,12,0
34,4107,6,0
449,283,1,0
130,5750,20,0
988,1719,9,0
160,508,11,0
432,8978,19,0
310,2327,4,0
224,4723,17,0
485,1538,4,0
156,3131,19,0
593,6207,12,0
490,6362,17,0
671,1495,20,0
438,8708,7,0
593,6705,12,0
545,3749,23,0
713,5059,10,0
702,5614,23,0
956,296,23,0
280,709,12,0
145,6142,11,0
689,5622,23,0
32,7204,10,0
243,7271,15,0
135,677,15,0
30,2135,20,0
978,7967,23,0
97,759,19,0
497,4882,25,0
332,5416,27,0
639,8823,15,0
730,7869,20,0
979,1242,8,0
933,5289,11,0
424,5374,7,0
228,1462,6,0
358,5261,20,0
268,9682,14,0
808,6263,16,0
395,151,22,0
70,7608,26,0
487,5063,22,0
702,8544,15,0
600,1973,11,0
36,2648,12,0
713,9090,20,0
632,648,10,0
197,7902,9,0
268,8988,20,0
455,7231,9,0
27,2697,9,0
983,8283,14,0
323,7392,26,0
338,5697,22,0
285,6282,27,0
184,6686,8,0
644,9187,10,0
853,8146,17,0
156,8282,25,0
296,2312,17,0
508,676,6,0
495,683,8,0
241,9859,12,0
297,8414,5,0
418,9028,24,0
339,5507,4,0
406,1288,22,0
923,3611,23,0
725,8119,17,0
385,5376,21,0
368,6501,21,0
391,2877,17,0
499,7801,23,0
779,540,24,0
75,759,21,0
7,8538,19,0
886,3183,13,0
591,2154,28,0
904,4257,21,0
364,2582,22,0
960,8733,9,0
383,6791,11,0
278,7962,12,0
176,960,18,0
809,1690,22,0
947,1528,13,0
644,9214,14,0
899,446,28,0
597,4859,7,0
467,5769,25,0
31,9843,26,0
941,2279,7,0
566,9214,22,0
133,903,8,0
409,5381,6,0
220,1478,19,0
600,9948,11,0
148,9651,4,0
348,1037,5,0
969,1661,15,0
845,2731,4,0
554,5480,8,0
477,3788,8,0
295,9084,17,0
47,3194,16,0
320,3569,18,0
63,4283,20,0
23,6713,21,0
365,7741,4,0
768,3716,18,0
153,5653,14,0
41,7939,7,0
453,7073,14,0
826,1084,10,0
344,2903,20,0
982,8190,10,0
520,5740,6,0
813,853,23,0
745,6885,14,0
228,7143,15,0
63,9129,25,0
349,5923,21,0
758,6046,8,0
522,9014,6,0
702,958,21,0
115,3045,5,0
255,9547,13,0
860,784,13,0
138,4131,15,0
595,3313,13,0
418,3565,26,0
924,5024,10,0
689,2661,16,0
819,9051,11,0
761,2489,24,0
568,4025,9,0
680,3120,15,0
834,6411,14,0
288,3585,15,0
34,7014,9,0
746,7812,10,0
982,8190,10,0
790,6856,7,0
273,5443,24,0
956,9664,16,0
838,9064,22,0
748,1703,3,0
859,7883,23,0
877,1413,9,0
280,4979,26,0
112,2893,19,0
600,5807,15,0
974,4055,22,0
430,5913,29,0
49,2260,12,0
508,596,25,0
719,4745,18,0
476,422,20,0
640,2433,3,0
420,5372,24,0
93,1077,25,0
922,4403,17,0
307,8512,16,0
344,653,6,0
532,9548,10,0
944,9868,12,0
795,7699,23,0
631,4632,10,0
578,7895,8,0
732,9106,21,0
21,5991,27,0
296,3577,7,0
441,1161,21,0
483,8736,9,0
466,9160,4,0
213,4074,27,0
294,1662,19,0
91,3868,17,0
613,1836,8,0
330,7284,2,0
667,5481,1,0
510,8237,11,0
121,5497,12,0
407,4358,8,0
341,8997,19,0
710,7111,7,0
406,5227,14,0
893,6704,4,0
466,8350,16,0
471,1845,5,0
391,7138,10,0
916,7344,2,0
174,2311,1,0
754,9510,23,0
269,1012,15,0
190,1039,7,0
411,3565,27,0
628,4577,14,0
285,7277,16,0
235,3496,16,0
578,2848,20,0
262,9996,22,0
993,4454,22,0
820,6587,19,0
562,4471,6,0
65,4292,22,0
625,6467,12,0
960,6737,23,0
687,8194,10,0
17,4114,10,0
372,1728,27,0
746,1701,2,0
200,6597,8,0
194,8706,21,0
422,2589,13,0
691,6651,3,0
791,3856,7,0
104,3008,18,0
58,4301,15,0
259,9676,18,0
35,4299,18,0
22,8188,5,0
929,1419,3,0
686,3604,22,0
415,127,16,0
926,8618,12,0
124,3747,13,0
871,8228,4,0
93,374,18,0
552,7883,14,0
779,7747,23,0
302,6073,10,0
145,3955,7,0
940,5039,26,0
666,713,2,0
944,8430,2,0
186,4442,15,0
440,4184,7,0
897,4179,16,0
917,3260,19,0
892,789,8,0
691,6944,26,0
287,4249,25,0
430,2896,17,0
199,5575,24,0
77,9088,25,0
463,814,19,0
660,404,18,0
26,8870,14,0
723,5991,18,0
20,9707,19,0
691,5441,9,0
577,9610,21,0
661,3664,17,0
729,5095,17,0
858,5358,5,0
799,505,20,0
886,6338,20,0
913,9837,15,0
618,6761,12,0
173,3434,24,0
950,8810,10,0
770,883,19,0
910,8624,4,0
512,280,21,0
714,5542,19,0
399,6967,18,0
527,3878,8,0
605,8620,7,0
628,3337,9,0
229,7269,18,0
809,6467,4,0
336,5416,28,0
768,448,15,0
75,9644,10,0
366,5549,4,0
704,4483,21,0
562,1207,12,0
10,4536,11,0
730,9900,27,0
258,724,14,0
778,4245,8,0
434,8977,18,0
177,8698,22,0
642,5213,8,0
11,206,21,0
491,8180,9,0
344,1013,5,0
635,3340,7,0
378,6023,17,0
783,3190,13,0
111,2868,11,0
416,8884,11,0
159,7517,19,0
211,7137,13,0
215,4060,21,0
449,3303,22,0
633,5513,20,0
899,3184,10,0
134,2891,24,0
420,4173,8,0
626,9901,9,0
205,1381,15,0
715,9441,23,0
992,6818,18,0
818,9820,8,0
835,3346,21,0
120,6961,15,0
929,2274,8,0
848,7975,9,0
891,1880,1,0
944,8412,2,0
355,2577,24,0
950,4414,9,0
424,2891,17,0
833,5222,8,0
374,848,6,0
114,8109,10,0
760,7507,14,0
219,2481,13,0
346,3628,22,0
76,6189,8,0
335,3402,18,0
240,3097,22,0
846,6145,22,0
960,2921,12,0
12,5417,28,0
148,8203,15,0
146,5761,23,0
920,3738,20,0
621,7806,1,0
144,2476,19,0
867,9326,25,0
228,8835,9,0
60,4862,11,0
187,6704,5,0
945,4388,8,0
508,8191,18,0
323,9257,9,0
927,5470,25,0
510,9500,4,0
26,7424,24,0
457,8905,21,0
139,1067,13,0
699,1386,12,0
524,324,20,0
195,3870,7,0
535,8577,21,0
156,7519,18,0
404,7041,9,0
343,8488,10,0
877,1923,6,0
947,5439,14,0
596,8847,6,0
265,9515,12,0
656,1102,9,0
508,6111,19,0
529,5145,16,0
279,7533,7,0
387,1293,27,0
904,7488,25,0
515,1636,18,0
256,2633,7,0
600,3911,13,0
862,1091,5,0
317,8641,14,0
975,6831,13,0
985,4387,6,0
292,1663,18,0
431,8393,17,0
431,8675,10,0
330,8192,13,0
498,6811,12,0
335,9282,18,0
302,6556,5,0
722,3666,14,0
822,1072,16,0
281,6924,18,0
320,6087,16,0
305,2746,7,0
838,4421,22,0
439,4864,5,0
728,5805,12,0
773,7218,5,0
596,9659,16,0
393,3025,19,0
448,1412,13,0
349,6921,15,0
455,1285,19,0
253,2302,15,0
316,448,22,0
499,5771,28,0
937,3709,2,0
355,865,19,0
441,294,6,0
745,601,10,0
528,6118,10,0
119,9083,24,0
877,3358,27,0
559,3595,13,0
766,3166,21,0
863,8746,4,0
404,9484,16,0
374,5546,5,0
898,5764,25,0
537,6092,15,0
697,2718,14,0
300,5109,20,0
898,8832,13,0
703,3728,8,0
174,6688,8,0
733,6898,28,0
691,4750,6,0
457,6537,19,0
93,1091,20,0
609,2059,24,0
89,9670,11,0
438,1553,14,0
649,1954,10,0
331,7284,6,0
51,2130,10,0
694,2450,18,0
946,5608,13,0
104,3490,24,0
39,2969,9,0
371,2576,17,0
617,3843,20,0
979,6104,25,0
55,7391,11,0
936,5524,16,0
283,4244,10,0
574,7892,9,0
896,8557,7,0
364,796,17,0
957,7374,10,0
106,216,12,0
499,8595,21,0
15,1778,18,0
256,7716,5,0
207,3715,28,0
16,1429,23,0
191,426,25,0
55,8168,13,0
150,7513,18,0
341,7487,12,0
866,4615,2,0
166,392,7,0
690,7091,13,0
656,5430,19,0
351,3413,16,0
73,2029,6,0
684,7263,11,0
571,6555,4,0
988,9006,22,0
23,4042,16,0
333,2095,12,0
900,6359,29,0
989,766,24,0
242,1558,27,0
118,7065,19,0
366,852,28,0
510,624,20,0
805,9060,14,0
428,9045,24,0
59,489,6,0
800,7633,14,0
737,7743,15,0
33,3916,15,0
378,7142,9,0
316,5525,15,0
738,6420,12,0
669,185,21,0
165,1975,19,0
664,759,8,0
497,458,14,0
21,1708,14,0
664,3970,6,0
730,9707,12,0
643,1951,11,0
632,2044,23,0
523,523,21,0
842,1513,14,0
180,2551,22,0
415,8679,10,0
232,775,19,0
901,8012,16,0
307,441,25,0
604,4818,22,0
795,9846,9,0
290,2664,11,0
990,8306,4,0
665,2194,20,0
197,8168,4,0
921,9831,19,0
368,3007,15,0
628,9340,15,0
412,968,28,0
371,2586,21,0
73,1962,15,0
262,293,8,0
557,9825,15,0
583,7962,21,0
618,3307,11,0
571,7709,12,0
924,9528,12,0
352,4224,6,0
946,9883,11,0
772,859,20,0
632,5198,9,0
609,369,13,0
417,131,16,0
415,8852,21,0
407,6547,20,0
441,4760,9,0
911,7341,3,0
753,8579,25,0
567,6441,10,0
38,5429,20,0
727,1547,24,0
533,9382,15,0
527,3014,21,0
897,4209,10,0
943,6943,10,0
831,7301,21,0
634,8009,20,0
21,299,11,0
383,1910,29,0
960,7590,9,0
338,6314,18,0
997,2731,18,0
875,3004,18,0
816,5703,11,0
185,8684,20,0
387,4782,11,0
946,8527,18,0
804,8619,23,0
409,4350,9,0
372,2583,21,0
347,1273,16,0
69,2936,15,0
393,4174,23,0
600,643,13,0
23,5673,13,0
977,5751,13,0
474,2474,20,0
915,6301,22,0
686,5500,7,0
932,9721,22,0
263,1930,17,0
891,5441,23,0
559,4460,24,0
866,4419,13,0
114,4981,18,0
68,8195,16,0
853,9463,22,0
308,3837,17,0
179,8814,18,0
959,6737,23,0
340,156,20,0
204,9311,18,0
546,3859,4,0
115,7067,16,0
512,1300,13,0
19,4361,24,0
767,9200,12,0
632,8018,18,0
586,4042,23,0
283,4735,6,0
449,2638,11,0
902,9875,5,0
561,4601,26,0
406,7757,9,0
942,5417,20,0
166,2304,1,0
595,1200,7,0
973,3197,17,0
564,4477,18,0
83,8320,15,0
374,1186,23,0
726,9197,21,0
820,2322,17,0
115,2013,8,0
616,6469,16,0
159,5172,7,0
891,5228,23,0
749,711,21,0
331,3807,15,0
373,4387,19,0
345,3406,15,0
31,5599,8,0
450,2473,18,0
719,483,13,0
942,4087,21,0
634,8514,21,0
819,664,27,0
920,4923,21,0
440,6766,21,0
396,1351,27,0
23,4145,21,0
883,5411,22,0
665,4005,28,0
791,3971,12,0
940,6437,16,0
296,9105,10,0
111,9590,25,0
972,6792,14,0
350,7478,16,0
488,9923,1,0
399,2163,15,0
591,4047,26,0
887,1955,26,0
875,1434,10,0
469,3793,6,0
371,4407,20,0
69,7671,28,0
457,5152,5,0
977,7967,22,0
771,5091,19,0
933,1437,11,0
564,4477,18,0
307,4978,23,0
747,3040,16,0
461,8342,15,0
838,2495,6,0
987,2611,15,0
108,1082,3,0
869,8236,5,0
837,4202,17,0
821,6312,11,0
551,5279,26,0
539,1745,21,0
361,5536,4,0
508,8730,24,0
421,2888,17,0
830,4417,18,0
330,2132,16,0
682,1518,20,0
213,6475,12,0
570,7926,16,0
323,1476,20,0
159,3144,12,0
336,5686,24,0
686,2646,11,0
907,593,13,0
339,6441,17,0
56,8760,6,0
650,5658,21,0
630,3335,7,0
28,2702,12,0
338,7491,22,0
764,3105,13,0
501,3347,8,0
872,3269,5,0
941,4763,20,0
173,9447,17,0
376,3404,10,0
218,7251,23,0
92,2797,19,0
316,2317,5,0
657,5493,27,0
207,6257,3,0
312,7279,13,0
11,8497,13,0
28,4057,4,0
833,6272,16,0
788,9329,14,0
110,9649,10,0
559,675,28,0
373,6694,21,0
48,5095,17,0
322,2081,11,0
206,5752,15,0
528,3345,15,0
594,9727,1,0
751,9857,9,0
93,166,14,0
103,8309,26,0
800,3139,16,0
983,8721,23,0
587,6455,14,0
205,8652,11,0
626,1834,6,0
632,4572,14,0
271,3477,15,0
167,7093,3,0
371,2584,21,0
741,1650,14,0
204,6583,15,0
